,PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
119,3600,NA,28,DJ,Ware,RB,Inactive,"6'0""",225,1985-02-18T00:00:00,Georgia,8,RB,FALSE,OFF,DJ Ware,39,5th Season,18-Feb-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,D.Ware,NA,Scrambled,Scrambled,NA,NA,NA,TEN,2007,7,NA,TRUE,6,0,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
62,5841,NA,NA,Tanard,Jackson,DB,Inactive,"6'0""",200,1985-07-21T00:00:00,Syracuse,8,DB,FALSE,DEF,Tanard Jackson,38,5th Season,21-Jul-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/5841.png,NA,MIA,0,T.Jackson,NA,Scrambled,Scrambled,NA,NA,NA,TB,2007,4,131,FALSE,6,0,20,NA,Scrambled,NA,302546,3dde6cbb-35f7-4618-91ac-d16d87ea7e70,NA,NA,NA,NA,9336,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
15,1286,NA,22,Michael,Griffin,SS,Inactive,"6'0""",203,1985-01-04T00:00:00,Texas,12,DB,FALSE,DEF,Michael Griffin,39,10th Season,4-Jan-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/1286.png,NA,TB,0,M.Griffin,NA,Scrambled,Scrambled,NA,NA,NA,TEN,2007,1,24,FALSE,6,0,22,NA,Scrambled,NA,300858,a7a09040-0fcc-41fe-a1ef-08963913be5f,NA,5367,NA,13888,9400,NA,NA,8273,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
20,3760,NA,22,Brandon,Meriweather,SS,Inactive,"5'11""",200,1984-01-14T00:00:00,Miami,12,DB,FALSE,DEF,Brandon Meriweather,40,8th Season,14-Jan-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/3760.png,NA,PHI,0,B.Meriweather,NA,Scrambled,Scrambled,NA,NA,NA,NE,2007,1,30,FALSE,5,11,38,NA,Scrambled,NA,302545,32e4b488-5109-4186-963e-ce7907dfc9e1,NA,5369,216426,12386,9399,NA,NA,8278,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
86,3187,NA,37,Eric,Frampton,SS,Inactive,"5'11""",205,1984-02-06T00:00:00,Washington State,11,DB,FALSE,DEF,Eric Frampton,40,7th Season,6-Feb-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,E.Frampton,NA,Scrambled,Scrambled,NA,NA,NA,LV,2007,5,204,FALSE,5,11,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
93,12185,NA,29,John,Wendling,SS,Inactive,"6'1""",222,1983-06-04T00:00:00,Wyoming,11,DB,FALSE,DEF,John Wendling,40,7th Season,4-Jun-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,J.Wendling,NA,Scrambled,Scrambled,NA,NA,NA,BUF,2007,6,228,FALSE,6,1,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
127,6310,NA,27,James,Ihedigbo,SS,Inactive,"6'1""",215,1983-12-03T00:00:00,Massachusetts,12,DB,FALSE,DEF,James Ihedigbo,40,8th Season,3-Dec-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/6310.png,NA,NYJ,0,J.Ihedigbo,NA,Scrambled,Scrambled,NA,NA,NA,NYJ,2007,NA,NA,TRUE,6,1,9,NA,Scrambled,NA,302890,bf46fb03-b257-413f-af21-6823e00c81b5,NA,7115,NA,33700,10096,NA,NA,9133,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
131,9263,NA,43,Craig,Dahl,SS,Inactive,"6'2""",209,1985-06-17T00:00:00,North Dakota State,11,DB,FALSE,DEF,Craig Dahl,38,9th Season,17-Jun-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/9263.png,NA,PHI,0,C.Dahl,NA,Scrambled,Scrambled,NA,NA,NA,NYG,2007,3,NA,TRUE,6,2,38,NA,Scrambled,NA,300903,e3dd75f8-7b4c-420d-8f0f-a95b8a90ab66,NA,7164,NA,34868,9739,NA,NA,8568,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
26,1658,NA,NA,Greg,Olsen,TE,Inactive,"6'5""",255,1985-03-11T00:00:00,Miami (FL),19,TE,FALSE,OFF,Greg Olsen,39,15th Season,11-Mar-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/1658.png,NA,LAR,0,G.Olsen,NA,Scrambled,Scrambled,NA,NA,NA,CHI,2007,1,38,FALSE,6,5,27,38,Scrambled,NA,301364,587d0a98-7ec5-45a5-adba-8af26e8f256b,4190,5206,230925,12417,9182,6914,230925,8285,Scrambled,Scrambled,NA,Scrambled,Greg Olsen,Greg Olsen,Greg Olsen,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,230925,Greg Olsen,8249204,http://cdn.usatsimg.com/api/download/?imageID=14883360,http://cdn.usatsimg.com/api/download/?imageID=14883361,2020-09-05T16:17:07,2020-09-05T16:17:39
31,4484,NA,86,Zach,Miller,TE,Inactive,"6'4""",255,1985-12-11T00:00:00,Arizona State,12,TE,FALSE,OFF,Zach Miller,38,8th Season,11-Dec-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4484.png,NA,NE,0,Z.Miller,NA,Scrambled,Scrambled,NA,NA,NA,LV,2007,2,47,FALSE,6,4,12,2,Scrambled,NA,301308,09cbfefb-2ef4-4d07-8ac3-fafccc9a2106,NA,NA,NA,NA,8780,7799,263661,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
50,6293,NA,89,Matt,Spaeth,TE,Inactive,"6'7""",270,1983-11-24T00:00:00,Minnesota,12,TE,FALSE,OFF,Matt Spaeth,40,10th Season,24-Nov-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/6293.png,NA,WAS,0,M.Spaeth,NA,Scrambled,Scrambled,NA,NA,NA,PIT,2007,3,95,FALSE,6,7,40,14,Scrambled,NA,301309,0a40642d-f976-4077-9494-c627e28571de,4206,5304,215944,5105,9365,6595,215944,8331,Scrambled,Scrambled,NA,Scrambled,Matt Spaeth,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
61,10158,NA,86,Isaiah,Stanback,TE,Inactive,"6'2""",228,1984-08-16T00:00:00,Washington,8,TE,FALSE,OFF,Isaiah Stanback,39,5th Season,16-Aug-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,I.Stanback,NA,Scrambled,Scrambled,NA,NA,NA,DAL,2007,4,128,FALSE,6,2,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
73,12548,NA,88,Scott,Chandler,TE,Inactive,"6'7""",272,1985-07-23T00:00:00,Iowa,12,TE,FALSE,OFF,Scott Chandler,38,8th Season,23-Jul-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12548.png,NA,DEN,0,S.Chandler,NA,Scrambled,Scrambled,NA,NA,NA,LAC,2007,4,160,FALSE,6,7,36,40,Scrambled,NA,301465,db1af021-0d38-4b01-86e8-8b4cc1126064,4257,5303,215769,8366,9257,10158,215769,8383,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
82,2332,NA,88,Dante,Rosario,TE,Inactive,"6'3""",250,1984-10-25T00:00:00,Oregon,11,TE,FALSE,OFF,Dante Rosario,39,9th Season,25-Oct-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/2332.png,NA,GB,0,D.Rosario,NA,Scrambled,Scrambled,NA,NA,NA,CAR,2007,5,192,FALSE,6,3,17,32,Scrambled,NA,301458,d4ace3ac-094b-4a3d-b526-9962c8b90bc8,NA,NA,214030,NA,NA,7443,214030,8409,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
84,5511,NA,87,Brent,Celek,TE,Inactive,"6'4""",255,1985-01-25T00:00:00,Cincinnati,15,TE,FALSE,OFF,Brent Celek,39,12th Season,25-Jan-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/5511.png,NA,NE,0,B.Celek,NA,Scrambled,Scrambled,NA,NA,NA,PHI,2007,5,201,FALSE,6,4,12,2,Scrambled,NA,301374,645a8bf9-2079-4df4-904a-3d8f08438b85,4269,5403,229510,3932,9603,6742,229510,8416,Scrambled,Scrambled,NA,Scrambled,Brent Celek,Brent Celek,Brent Celek,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,229510,Brent Celek,2765,http://cdn.usatsimg.com/api/download/?imageID=10560545,http://cdn.usatsimg.com/api/download/?imageID=10839838,NA,NA
1,6029,NA,81,Calvin,Johnson,WR,Inactive,"6'5""",236,1985-09-29T00:00:00,Georgia Tech,11,WR,FALSE,OFF,Calvin Johnson,38,9th Season,29-Sep-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/6029.png,NA,CHI,0,C.Johnson,NA,Scrambled,Scrambled,NA,NA,NA,DET,2007,1,3,FALSE,6,5,24,21,Scrambled,NA,300983,2c56748d-6e13-495c-bec2-de67a8683fa0,4153,5189,266919,17668,9383,6655,266919,8256,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
7,12109,NA,NA,Ted,Ginn Jr.,WR,Inactive,"5'11""",180,1985-04-12T00:00:00,Ohio State,17,WR,FALSE,OFF,Ted Ginn Jr.,38,14th Season,12-Apr-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12109.png,NA,TEN,0,T.Ginn Jr.,NA,Scrambled,Scrambled,NA,NA,NA,MIA,2007,1,11,FALSE,5,11,16,27,Scrambled,NA,301005,3aef6950-1c19-4454-a3d0-0afe9634ea9f,4168,5214,246804,9902,9380,6627,246804,8263,Scrambled,Scrambled,NA,Scrambled,Ted Ginn Jr.,Ted Ginn Jr.,Ted Ginn Jr.,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,246804,Ted Ginn Jr.,7106887,http://cdn.usatsimg.com/api/download/?imageID=10562502,http://cdn.usatsimg.com/api/download/?imageID=10839274,2018-01-24T21:10:49,2018-05-16T10:58:48
19,7203,NA,80,Dwayne,Bowe,WR,Inactive,"6'2""",221,1984-09-21T00:00:00,LSU,12,WR,FALSE,OFF,Dwayne Bowe,39,10th Season,21-Sep-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/7203.png,NA,CIN,0,D.Bowe,NA,Scrambled,Scrambled,NA,NA,NA,KC,2007,1,28,FALSE,6,2,32,33,Scrambled,NA,300986,2e35b163-2fef-4659-b9d8-5916dbe06179,4184,5278,225224,3887,8786,6488,225224,8277,Scrambled,Scrambled,NA,Scrambled,Dwayne Bowe,NA,Dwayne Bowe,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
23,5741,NA,17,Robert,Meachem,WR,Inactive,"6'2""",215,1984-09-28T00:00:00,Tennessee,12,WR,FALSE,OFF,Robert Meachem,39,8th Season,28-Sep-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/5741.png,NA,ARI,0,R.Meachem,NA,Scrambled,Scrambled,NA,NA,NA,NO,2007,1,33,FALSE,6,2,37,22,Scrambled,NA,300968,23d258b7-24bb-4b39-982e-cfb9a6f7bab6,NA,NA,NA,NA,8795,6646,225376,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
35,459,NA,18,Sidney,Rice,WR,Inactive,"6'3""",202,1986-09-01T00:00:00,South Carolina,11,WR,FALSE,OFF,Sidney Rice,37,7th Season,1-Sep-86,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,STL,0,S.Rice,NA,Scrambled,Scrambled,NA,NA,NA,MIN,2007,2,54,FALSE,6,3,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
39,12414,NA,12,Steve,Smith,WR,Inactive,"6'0""",195,1985-05-06T00:00:00,USC,11,WR,FALSE,OFF,Steve Smith,38,7th Season,6-May-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,S.Smith,NA,Scrambled,Scrambled,NA,NA,NA,NYG,2007,2,63,FALSE,6,0,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
49,5100,NA,15,Jacoby,Jones,WR,Inactive,"6'3""",220,1984-07-11T00:00:00,Lane - TN,11,WR,FALSE,OFF,Jacoby Jones,39,9th Season,11-Jul-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/5100.png,NA,CLE,0,J.Jones,NA,Scrambled,Scrambled,NA,NA,NA,HOU,2007,3,90,FALSE,6,3,3,6,Scrambled,NA,301234,ce4d7d70-307f-4093-bf54-432b8b405eb4,NA,5229,329337,NA,9681,6684,329337,8327,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
51,6302,NA,89,James,Jones,WR,Inactive,"6'1""",208,1984-03-31T00:00:00,San Jose State,12,WR,FALSE,OFF,James Jones,39,10th Season,31-Mar-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/6302.png,NA,KC,0,J.Jones,NA,Scrambled,Scrambled,NA,NA,NA,GB,2007,3,97,FALSE,6,1,2,3,Scrambled,NA,301196,b5584569-4a6d-4739-a810-eec2b5edeea4,4242,5391,218298,3073,9680,7222,218298,8332,Scrambled,Scrambled,NA,Scrambled,James Jones,James Jones,James Jones,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
78,3022,NA,85,Steve,Breaston,WR,Inactive,"6'0""",189,1983-08-20T00:00:00,Michigan,11,WR,FALSE,OFF,Steve Breaston,40,7th Season,20-Aug-83,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,S.Breaston,NA,Scrambled,Scrambled,NA,NA,NA,ARI,2007,5,176,FALSE,6,0,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
120,3601,NA,14,Eric,Weems,WR,Inactive,"5'9""",195,1985-07-04T00:00:00,Bethune-Cookman,14,WR,FALSE,OFF,Eric Weems,38,11th Season,4-Jul-85,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/3601.png,NA,GB,0,E.Weems,NA,Scrambled,Scrambled,NA,NA,NA,ATL,2007,NA,NA,TRUE,5,9,17,14,Scrambled,NA,300954,1a5a14e3-0299-4926-b232-a0a109a5f5db,NA,5954,232451,34838,9845,6622,232451,8609,Scrambled,Scrambled,NA,Scrambled,Eric Weems,Eric Weems,Eric Weems,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,232451,Eric Weems,5178,http://cdn.usatsimg.com/api/download/?imageID=10325834,http://cdn.usatsimg.com/api/download/?imageID=10485624,NA,NA
130,8717,NA,12,Matt,Willis,WR,Inactive,"6'0""",190,1984-04-13T00:00:00,UCLA,8,WR,FALSE,OFF,Matt Willis,39,5th Season,13-Apr-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,M.Willis,NA,Scrambled,Scrambled,NA,NA,NA,BAL,2007,NA,NA,TRUE,6,0,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
135,15737,NA,NA,Titus,Ryan,WR,Inactive,"6'0""",193,1984-05-19T00:00:00,Concordia College (AL),2,WR,FALSE,OFF,Titus Ryan,39,1st Season,19-May-84,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,NA,NA,0,T.Ryan,NA,Scrambled,Scrambled,NA,NA,NA,KC,2007,NA,NA,TRUE,6,0,NA,NA,Scrambled,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Scrambled,Scrambled,NA,Scrambled,NA,NA,NA,NA,Scrambled,Scrambled,FALSE,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
